,Burst Start,Burst End,Burst Duration,Edge Event,Interburst Interval,Total Cycle Time,Peaks per Burst,Peak Amp,Peak Time,Attack,Decay,Intraburst Frequency,Burst Area
MeanVar1,0.9855773313069558,0.9855773313069558,0.9037063902481545,0.0,,,0.0036938804388243728,,,,,0.4397527259214946,0.911101135483988
