,Burst Start,Burst End,Burst Duration,Edge Event,Interburst Interval,Total Cycle Time,Peaks per Burst,Peak Amp,Peak Time,Attack,Decay,Intraburst Frequency,Burst Area
MeanVar1,4.9731663388515984e-05,4.9731151689301496e-05,1.3823596390936759,0.0,0.33619553816554676,0.3530435088821282,0.0031142789838060035,237.64311968258156,237.64311968258156,237.64311968258156,237.64311968258156,1.3850391275054892,1.3008757844570347
