59899.3745	0.192
59899.3755	0.162
59899.3765	0.128
59899.3775	0.076
59899.3785	0.073
59899.3795	0.055
59899.3805	0.124
59899.3815	0.133
59899.3825	0.090
59899.3835	0.114
59899.3845	0.007
59899.3855	0.051
59899.3865	0.178
59899.3875	0.212
59899.3885	0.176
59899.3895	0.157
59899.3905	0.140
59899.3915	0.032
59899.3925	0.017
59899.3935	0.012
59899.3945	-0.016
59899.3955	-0.047
59899.3965	-0.088
59899.3975	-0.064
59899.3985	-0.021
59899.3995	-0.022
59899.4005	0.031
59899.4015	0.083
59899.4025	0.121
59899.4035	0.054
59899.4045	-0.003
59899.4055	-0.057
59899.4065	-0.104
59899.4075	-0.164
59899.4085	-0.350
59899.4095	-0.384
59899.4105	-0.340
59899.4115	-0.272
59899.4125	-0.240
59899.4135	-0.197
59899.4145	-0.193
59899.4155	-0.174
59899.4165	-0.064
59899.4175	-0.033
59899.4185	-0.055
59899.4195	-0.048
59899.4205	-0.085
59899.4215	-0.080
59899.4225	-0.055
59899.4235	-0.011
59899.4245	-0.012
59899.4255	0.002
59899.4265	0.077
59899.4275	0.110
59899.4285	0.108
59899.4295	0.164
59899.4305	0.200
59899.4315	0.173
59899.4325	0.227
59899.4335	0.325
59899.4345	0.347
59899.4355	0.327
59899.4365	0.400
59899.4375	0.398
59899.4385	0.348
59899.4395	0.313
59899.4405	0.265
59899.4415	0.169
59899.4425	0.175
59899.4435	0.183
59899.4445	0.159
59899.4455	0.168
59899.4465	0.182
59899.4475	0.166
59899.4485	0.168
59899.4495	0.166
59899.4505	0.223
59899.4515	0.235
59899.4525	0.258
59899.4535	0.238
59899.4545	0.214
59899.4555	0.151
59899.4565	0.131
59899.4575	0.139
59899.4585	0.175
59899.4595	0.228
59899.4605	0.341
59899.4615	0.338
59899.4625	0.394
59899.4635	0.407
59899.4645	0.396
59899.4655	0.376
59899.4665	0.393
59899.4675	0.266
59899.4685	0.214
59899.4695	0.242
59899.4705	0.189
59899.4715	0.184
59899.4725	0.201
59899.4735	0.251
59899.4745	0.275
59899.4755	0.272
59899.4765	0.285
59899.4775	0.248
59899.4785	0.231
59899.4795	0.208
59899.4805	0.139
59899.4815	0.003
59899.4825	-0.049
59899.4835	-0.018
59899.4845	-0.079
59899.4855	-0.086
59899.4865	-0.001
59899.4875	0.087
59899.4885	0.089
59899.4895	0.158
59899.4905	0.110
59899.4915	0.041
59899.4925	0.098
59899.4935	0.079
59899.4945	0.026
59899.4955	-0.013
59899.4965	0.008
59899.4975	0.036
59899.4985	0.044
59899.4995	0.086
59899.5005	0.186
59899.5015	0.278
59899.5025	0.316
59899.5035	0.397
59899.5045	0.351
59899.5055	0.283
59899.5065	0.244
59899.5075	0.209
59899.5085	0.188
59899.5095	0.262
59899.5105	0.262
59899.5115	0.245
59899.5125	0.224
59899.5135	0.289
59899.5145	0.297
59899.5155	0.281
59899.5165	0.302
59899.5175	0.167
59899.5185	0.178
59899.5195	0.303
59899.5205	0.406
59899.5215	0.478
59899.5225	0.458
59899.5235	0.451
59899.5245	0.400
59899.5255	0.320
59899.5265	0.301
59899.5275	0.236
59899.5285	0.182
59899.5295	0.105
59899.5305	0.039
59899.5315	-0.016
59899.5325	-0.058
59899.5335	-0.026
59899.5345	-0.055
59899.5355	-0.034
59899.5365	0.040
59899.5375	0.168
59899.5385	0.129
59899.5395	0.117
59899.5405	0.065
59899.5415	-0.086
59899.5425	-0.143
59899.5435	-0.173
59899.5445	-0.166
59899.5455	-0.109
59899.5465	-0.104
59899.5475	-0.098
59899.5485	-0.017
59899.5495	0.077
59899.5505	0.073
59899.5515	0.036
59899.5525	0.007
59899.5535	-0.028
59899.5545	0.025
59899.5555	0.000
59899.5565	0.015
59899.5575	-0.056
59899.5585	-0.079
59899.5595	-0.005
59899.5605	0.062
59899.5615	0.044
59899.5625	0.059
59899.5635	0.066
59899.5645	0.059
59899.5655	0.009
59899.5665	0.089
59899.5675	0.057
59899.5685	0.075
59899.5695	0.098
59899.5705	0.122
59899.5715	0.103
59899.5725	0.088
59899.5735	0.114
59899.5745	0.105
59899.5755	0.078
59899.5765	0.081
59899.5775	0.018
59899.5785	-0.049
59899.5795	-0.069
59899.5805	-0.069
59899.5815	-0.070
59899.5825	-0.046
59899.5835	0.018
59899.5845	0.047
59899.5855	0.034
59899.5865	0.057
59899.5875	0.076
59899.5885	0.043
59899.5895	0.028
59899.5905	0.004
59899.5915	-0.083
59899.5925	-0.047
59899.5935	0.010
59899.5945	-0.055
59899.5955	0.011
59899.5965	0.004
59899.5975	0.069
59899.5985	0.158
59899.5995	0.162
59899.6005	0.143
59899.6015	0.182
59899.6025	0.244
59899.6035	0.228
59899.6045	0.216
59899.6055	0.177
59899.6065	0.171
59899.6075	0.122
59899.6085	0.016
59899.6095	-0.012
59899.6105	0.023
59899.6115	0.030
59899.6125	0.043
59899.6135	0.072
59899.6145	0.075
59899.6155	0.052
59899.6165	0.124
59899.6175	0.090
59899.6185	0.118
59899.6195	0.157
59899.6205	0.152
59899.6215	0.134
59899.6225	0.147
59899.6235	0.134
59899.6245	0.084
59899.6255	0.074
59899.6265	0.106
59899.6275	0.135
59899.6285	0.152
59899.6295	0.155
59899.6305	0.166
59899.6315	0.094
59899.6325	0.049
59899.6335	0.058
59899.6345	0.061
59899.6355	0.060
59899.6365	0.097
59899.6375	0.090
59899.6385	0.040
59899.6395	0.014
59899.6405	-0.016
59899.6415	-0.102
59899.6425	-0.066
59899.6435	-0.107
59899.6445	-0.160
59899.6455	-0.173
59899.6465	-0.131
59899.6475	-0.061
59899.6485	-0.008
59899.6495	0.032
59899.6505	-0.008
59899.6515	-0.037
59899.6525	-0.063
59899.6535	-0.048
59899.6545	-0.123
59899.6555	-0.204
59899.6565	-0.138
59899.6575	-0.153
59899.6585	-0.205
59899.6595	-0.113
59899.6605	-0.081
59899.6615	-0.059
59899.6625	-0.037
59899.6635	0.037
59899.6645	0.022
59899.6655	0.019
59899.6665	0.099
59899.6675	0.069
59899.6685	0.005
59899.6695	-0.006
59899.6705	0.049
59899.6715	0.022
59899.6725	0.012
59899.6735	0.064
59899.6745	0.059
59899.6755	0.022
59899.6765	0.032
59899.6775	-0.007
59899.6785	0.010
59899.6795	-0.007
59899.6805	-0.012
59899.6815	0.008
59899.6825	0.043
59899.6835	0.101
59899.6845	0.100
59899.6855	0.123
59899.6865	0.137
59899.6875	0.094
59899.6885	0.061
59899.6895	0.123
59899.6905	0.135
59899.6915	0.095
59899.6925	0.127
59899.6935	0.161
59899.6945	0.086
59899.6955	0.090
59899.6965	0.119
59899.6975	0.117
59899.6985	0.138
59899.6995	0.212
59899.7005	0.261
59899.7015	0.241
59899.7025	0.287
59899.7035	0.324
59899.7045	0.302
59899.7055	0.228
59899.7065	0.250
59899.7075	0.202
59899.7085	0.122
59899.7095	0.155
59899.7105	0.155
59899.7115	0.120
59899.7125	0.118
59899.7135	0.161
59899.7145	0.141
59899.7155	0.129
59899.7165	0.255
59899.7175	0.268
59899.7185	0.249
59899.7195	0.278
59899.7205	0.215
59899.7215	0.092
59899.7225	0.003
59899.7235	-0.032
59899.7245	-0.042
59899.7255	-0.045
59899.7265	-0.046
59899.7275	0.001
59899.7285	0.057
59899.7295	0.125
59899.7305	0.200
59899.7315	0.214
59899.7325	0.225
59899.7335	0.234
59899.7345	0.103
59899.7355	0.067
59899.7365	0.121
59899.7375	0.079
59899.7385	0.024
59899.7395	0.029
59899.7405	0.008
59899.7415	-0.077
59899.7425	-0.076
59899.7435	-0.083
59899.7445	-0.204
59899.7455	-0.128
59899.7465	-0.028
59899.7475	0.013
59899.7485	0.023
59899.7495	0.066
59899.7505	0.037
59899.7515	0.068
59899.7525	0.145
59899.7535	0.140
59899.7545	0.123
59899.7555	0.078
59899.7565	0.083
59899.7575	0.071
59899.7585	0.014
59899.7595	0.059
59899.7605	0.124
59899.7615	0.105
59899.7625	0.048
59899.7635	0.108
59899.7645	0.058
59899.7655	0.033
59899.7665	0.094
59899.7675	0.060
59899.7685	0.091
59899.7695	0.072
59899.7705	0.065
59899.7715	0.042
59899.7725	0.018
59899.7735	0.005
59899.7745	0.000
59899.7755	-0.007
59899.7765	-0.081
59899.7775	-0.123
59899.7785	-0.091
59899.7795	-0.074
59899.7805	-0.070
59899.7815	-0.085
59899.7825	-0.063
59899.7835	-0.056
59899.7845	-0.088
59899.7855	-0.098
59899.7865	-0.037
59899.7875	-0.060
59899.7885	-0.086
59899.7895	-0.015
59899.7905	0.010
59899.7915	-0.044
59899.7925	0.018
59899.7935	0.025
59899.7945	-0.018
59899.7955	0.009
59899.7965	0.069
59899.7975	0.072
59899.7985	0.063
59899.7995	0.131
59899.8005	0.162
59899.8015	0.169
59899.8025	0.204
59899.8035	0.175
59899.8045	0.121
59899.8055	0.071
59899.8065	0.038
59899.8075	0.051
59899.8085	-0.010
59899.8095	-0.076
59899.8105	-0.082
59899.8115	-0.137
59899.8125	-0.106
59899.8135	-0.048
59899.8145	-0.028
59899.8155	0.017
59899.8165	0.077
59899.8175	0.052
59899.8185	0.020
59899.8195	-0.010
59899.8205	-0.075
59899.8215	-0.115
59899.8225	-0.162
59899.8235	-0.208
59899.8245	-0.199
59899.8255	-0.170
59899.8265	-0.226
59899.8275	-0.251
59899.8285	-0.214
59899.8295	-0.162
59899.8305	-0.113
59899.8315	-0.086
59899.8325	-0.047
59899.8335	0.060
59899.8345	0.045
59899.8355	0.102
59899.8365	0.106
59899.8375	0.058
59899.8385	-0.038
59899.8395	-0.094
59899.8405	-0.068
59899.8415	-0.183
59899.8425	-0.145
59899.8435	-0.133
59899.8445	-0.149
59899.8455	-0.087
59899.8465	-0.030
59899.8475	-0.044
59899.8485	-0.037
59899.8495	-0.050
59899.8505	-0.024
59899.8515	0.013
59899.8525	-0.029
59899.8535	-0.039
59899.8545	-0.057
59899.8555	-0.088
59899.8565	-0.086
59899.8575	-0.071
59899.8585	-0.074
59899.8595	-0.086
59899.8605	-0.029
59899.8615	-0.020
59899.8625	-0.006
59899.8635	0.066
59899.8645	0.059
59899.8655	0.079
59899.8665	0.131
59899.8675	0.069
59899.8685	0.061
59899.8695	0.040
59899.8705	-0.026
59899.8715	-0.075
59899.8725	-0.080
59899.8735	-0.073
59899.8745	-0.096
59899.8755	-0.082
59899.8765	-0.050
59899.8775	-0.058
59899.8785	-0.001
59899.8795	0.039
59899.8805	0.103
59899.8815	0.058
59899.8825	0.026
59899.8835	0.022
59899.8845	0.048
59899.8855	0.040
59899.8865	0.081
59899.8875	0.024
59899.8885	0.020
59899.8895	0.042
59899.8905	0.070
59899.8915	-0.008
59899.8925	0.007
59899.8935	0.047
59899.8945	-0.018
59899.8955	-0.012
59899.8965	0.045
59899.8975	0.065
59899.8985	0.076
59899.8995	0.070
59899.9005	0.132
59899.9015	0.147
59899.9025	0.176
59899.9035	0.153
59899.9045	0.111
59899.9055	0.068
59899.9065	0.025
59899.9075	0.027
59899.9085	-0.052
59899.9095	-0.021
59899.9105	-0.034
59899.9115	-0.060
59899.9125	-0.057
59899.9135	-0.004
59899.9145	-0.003
59899.9155	0.066
59899.9165	0.201
59899.9175	0.203
59899.9185	0.246
59899.9195	0.271
59899.9205	0.279
59899.9215	0.246
59899.9225	0.224
59899.9235	0.176
59899.9245	0.115
59899.9255	0.118
59899.9265	0.107
59899.9275	0.003
59899.9285	-0.078
59899.9295	-0.106
59899.9305	-0.074
59899.9315	-0.048
59899.9325	-0.020
59899.9335	0.043
59899.9345	0.043
59899.9355	0.042
59899.9365	0.068
59899.9375	0.056
59899.9385	-0.007
59899.9395	-0.010
59899.9405	-0.050
59899.9415	-0.139
59899.9425	-0.153
59899.9435	-0.209
59899.9445	-0.346
59899.9455	-0.324
59899.9465	-0.264
59899.9475	-0.195
59899.9485	-0.163
59899.9495	-0.240
59899.9505	-0.254
59899.9515	-0.228
59899.9525	-0.138
59899.9535	-0.143
59899.9545	-0.150
59899.9555	-0.203
59899.9565	-0.319
59899.9575	-0.421
59899.9585	-0.509
59899.9595	-0.623
59899.9605	-0.598
59899.9615	-0.588
59899.9625	-0.428
59899.9635	-0.269
59899.9645	-0.210
59899.9655	-0.228
59899.9665	-0.185
59899.9675	-0.269
59899.9685	-0.263
59899.9695	-0.170
59899.9705	-0.155
59899.9715	-0.160
59899.9725	-0.166
59899.9735	-0.173
59899.9745	-0.228
59899.9755	-0.221
59899.9765	-0.176
59899.9775	-0.187
59899.9785	-0.158
59899.9795	-0.156
59899.9805	-0.076
59899.9815	-0.111
59899.9825	-0.123
59899.9835	-0.092
59899.9845	-0.092
59899.9855	-0.102
59899.9865	-0.124
59899.9875	-0.140
59899.9885	-0.215
59899.9895	-0.178
59899.9905	-0.174
59899.9915	-0.193
59899.9925	-0.156
59899.9935	-0.097
59899.9945	-0.113
59899.9955	-0.112
59899.9965	-0.094
59899.9975	-0.051
59899.9985	-0.035
59899.9995	-0.047
59900.0005	-0.033
59900.0015	-0.040
59900.0025	0.011
59900.0035	0.009
59900.0045	-0.013
59900.0055	0.031
59900.0065	0.035
59900.0075	0.069
59900.0085	0.034
59900.0095	0.017
59900.0105	-0.002
59900.0115	-0.003
59900.0125	0.024
59900.0135	0.082
59900.0145	0.064
59900.0155	0.109
59900.0165	0.168
59900.0175	0.140
59900.0185	0.118
59900.0195	0.215
59900.0205	0.183
59900.0215	0.082
59900.0225	0.024
59900.0235	0.017
59900.0245	-0.017
59900.0255	-0.058
59900.0265	-0.026
59900.0275	-0.060
59900.0285	-0.063
59900.0295	-0.036
59900.0305	0.069
59900.0315	0.057
59900.0325	0.084
59900.0335	0.171
59900.0345	0.164
59900.0355	0.158
59900.0365	0.168
59900.0375	0.165
59900.0385	0.099
59900.0395	0.079
59900.0405	0.053
59900.0415	-0.024
59900.0425	-0.013
59900.0435	-0.001
59900.0445	0.019
59900.0455	0.073
59900.0465	0.135
59900.0475	0.175
59900.0485	0.238
59900.0495	0.263
59900.0505	0.283
59900.0515	0.288
59900.0525	0.268
59900.0535	0.229
59900.0545	0.174
59900.0555	0.156
59900.0565	0.175
59900.0575	0.178
59900.0585	0.143
59900.0595	0.164
59900.0605	0.165
59900.0615	0.183
59900.0625	0.164
59900.0635	0.259
59900.0645	0.221
59900.0655	0.270
59900.0665	0.342
59900.0675	0.326
59900.0685	0.306
59900.0695	0.289
59900.0705	0.225
59900.0715	0.175
59900.0725	0.143
59900.0735	0.163
59900.0745	0.147
59900.0755	0.147
59900.0765	0.173
59900.0775	0.138
59900.0785	0.110
59900.0795	0.102
59900.0805	0.121
59900.0815	0.078
59900.0825	0.084
59900.0835	0.140
59900.0845	0.188
59900.0855	0.260
59900.0865	0.324
59900.0875	0.362
59900.0885	0.338
59900.0895	0.348
59900.0905	0.340
59900.0915	0.243
59900.0925	0.253
59900.0935	0.244
59900.0945	0.202
59900.0955	0.224
59900.0965	0.175
59900.0975	0.113
59900.0985	0.130
59900.0995	0.123
59900.1005	0.108
59900.1015	0.097
59900.1025	0.134
59900.1035	0.077
59900.1045	0.017
59900.1055	0.013
59900.1065	-0.013
59900.1075	-0.077
59900.1085	-0.173
59900.1095	-0.186
59900.1105	-0.192
59900.1115	-0.223
59900.1125	-0.249
59900.1135	-0.238
59900.1145	-0.324
59900.1155	-0.366
59900.1165	-0.265
59900.1175	-0.218
59900.1185	-0.219
59900.1195	-0.240
59900.1205	-0.260
59900.1215	-0.244
59900.1225	-0.233
59900.1235	-0.221
59900.1245	-0.249
59900.1255	-0.272
59900.1265	-0.263
59900.1275	-0.259
59900.1285	-0.238
59900.1295	-0.248
59900.1305	-0.134
59900.1315	-0.149
59900.1325	-0.139
59900.1335	-0.045
59900.1345	-0.044
59900.1355	-0.036
59900.1365	-0.052
59900.1375	-0.053
59900.1385	-0.065
59900.1395	0.003
59900.1405	0.005
59900.1415	-0.054
59900.1425	0.008
59900.1435	-0.010
59900.1445	-0.040
59900.1455	-0.073
59900.1465	-0.073
59900.1475	-0.066
59900.1485	-0.017
59900.1495	0.055
59900.1505	-0.013
59900.1515	-0.063
59900.1525	-0.064
59900.1535	-0.131
59900.1545	-0.136
59900.1555	-0.143
59900.1565	-0.142
59900.1575	-0.214
59900.1585	-0.263
59900.1595	-0.211
59900.1605	-0.128
59900.1615	-0.083
59900.1625	-0.020
59900.1635	0.066
59900.1645	0.083
59900.1655	0.065
59900.1665	0.151
59900.1675	0.170
59900.1685	0.153
59900.1695	0.179
59900.1705	0.214
59900.1715	0.244
59900.1725	0.233
59900.1735	0.200
59900.1745	0.155
59900.1755	0.161
59900.1765	0.135
59900.1775	0.090
59900.1785	0.094
59900.1795	0.059
59900.1805	0.093
59900.1815	0.103
59900.1825	0.156
59900.1835	0.224
59900.1845	0.272
59900.1855	0.246
59900.1865	0.296
59900.1875	0.245
59900.1885	0.246
59900.1895	0.243
59900.1905	0.200
59900.1915	0.140
59900.1925	0.122
59900.1935	0.131
59900.1945	0.107
59900.1955	0.128
59900.1965	0.151
59900.1975	0.147
59900.1985	0.185
59900.1995	0.191
59900.2005	0.149
59900.2015	0.130
59900.2025	0.158
59900.2035	0.180
59900.2045	0.118
59900.2055	0.032
59900.2065	-0.043
59900.2075	-0.062
59900.2085	-0.141
59900.2095	-0.108
59900.2105	-0.060
59900.2115	-0.087
59900.2125	-0.103
59900.2135	-0.065
59900.2145	-0.075
59900.2155	-0.038
59900.2165	0.073
59900.2175	0.095
59900.2185	0.067
59900.2195	0.083
59900.2205	0.071
59900.2215	0.083
59900.2225	0.114
59900.2235	0.157
59900.2245	0.098
59900.2255	0.101
59900.2265	0.045
59900.2275	-0.018
59900.2285	-0.005
59900.2295	0.008
59900.2305	0.063
59900.2315	0.138
59900.2325	0.217
59900.2335	0.295
59900.2345	0.278
59900.2355	0.254
59900.2365	0.203
59900.2375	0.153
59900.2385	0.112
59900.2395	0.142
59900.2405	0.105
59900.2415	0.022
59900.2425	0.036
59900.2435	0.071
59900.2445	0.090
59900.2455	0.096
59900.2465	0.107
59900.2475	0.105
59900.2485	0.082
59900.2495	0.120
59900.2505	0.080
59900.2515	0.031
59900.2525	-0.015
59900.2535	-0.064
59900.2545	-0.119
59900.2555	-0.224
59900.2565	-0.261
59900.2575	-0.315
59900.2585	-0.373
59900.2595	-0.313
59900.2605	-0.296
59900.2615	-0.292
59900.2625	-0.266
59900.2635	-0.237
59900.2645	-0.319
59900.2655	-0.356
59900.2665	-0.438
59900.2675	-0.383
59900.2685	-0.392
59900.2695	-0.391
59900.2705	-0.422
59900.2715	-0.411
59900.2725	-0.413
59900.2735	-0.412
59900.2745	-0.396
59900.2755	-0.393
59900.2765	-0.426
59900.2775	-0.494
59900.2785	-0.477
59900.2795	-0.394
59900.2805	-0.415
59900.2815	-0.416
59900.2825	-0.392
59900.2835	-0.282
59900.2845	-0.354
59900.2855	-0.327
59900.2865	-0.250
59900.2875	-0.214
59900.2885	-0.229
59900.2895	-0.155
59900.2905	-0.104
59900.2915	-0.115
59900.2925	-0.023
59900.2935	0.003
59900.2945	-0.046
59900.2955	0.008
59900.2965	0.063
59900.2975	0.075
59900.2985	0.092
59900.2995	0.133
59900.3005	0.068
59900.3015	-0.006
59900.3025	-0.062
59900.3035	-0.055
59900.3045	0.012
59900.3055	0.053
59900.3065	0.066
59900.3075	0.058
59900.3085	0.083
59900.3095	0.105
59900.3105	0.150
59900.3115	0.172
59900.3125	0.141
59900.3135	0.138
59900.3145	0.100
59900.3155	0.065
59900.3165	0.124
59900.3175	0.120
59900.3185	0.164
59900.3195	0.199
59900.3205	0.214
59900.3215	0.211
59900.3225	0.181
59900.3235	0.160
59900.3245	0.080
59900.3255	0.055
59900.3265	0.045
59900.3275	-0.002
59900.3285	-0.004
59900.3295	-0.014
59900.3305	0.038
59900.3315	0.012
59900.3325	0.049
59900.3335	0.081
59900.3345	0.047
59900.3355	0.031
59900.3365	0.036
59900.3375	0.002
59900.3385	-0.042
59900.3395	0.022
59900.3405	0.032
59900.3415	-0.046
59900.3425	-0.064
59900.3435	-0.039
59900.3445	-0.039
59900.3455	-0.003
59900.3465	0.076
59900.3475	0.157
59900.3485	0.126
59900.3495	0.202
59900.3505	0.214
59900.3515	0.221
59900.3525	0.262
59900.3535	0.179
59900.3545	0.193
59900.3555	0.129
59900.3565	0.056
59900.3575	0.009
59900.3585	-0.037
59900.3595	-0.083
59900.3605	-0.067
59900.3615	-0.003
59900.3625	0.023
59900.3635	0.116
59900.3645	0.133
59900.3655	0.196
59900.3665	0.203
59900.3675	0.182
59900.3685	0.132
59900.3695	0.133
59900.3705	0.081
59900.3715	0.067
59900.3725	0.043
59900.3735	0.024
59900.3745	-0.058
59900.3755	-0.035
59900.3765	-0.030
59900.3775	-0.026
59900.3785	0.004
59900.3795	0.072
59900.3805	0.106
59900.3815	0.084
59900.3825	0.151
59900.3835	0.196
59900.3845	0.166
59900.3855	0.115
59900.3865	0.103
59900.3875	0.027
59900.3885	-0.020
59900.3895	-0.009
59900.3905	0.054
59900.3915	0.036
59900.3925	0.032
59900.3935	0.059
59900.3945	0.005
59900.3955	-0.017
59900.3965	-0.056
59900.3975	-0.037
59900.3985	0.032
59900.3995	0.050
59900.4005	0.080
59900.4015	0.041
59900.4025	0.055
59900.4035	0.026
59900.4045	0.029
59900.4055	0.014
59900.4065	0.014
59900.4075	0.000
59900.4085	-0.059
59900.4095	-0.055
59900.4105	-0.030
59900.4115	0.041
59900.4125	0.091
59900.4135	0.148
59900.4145	0.101
59900.4155	0.114
59900.4165	0.175
59900.4175	0.123
59900.4185	0.070
59900.4195	0.052
59900.4205	0.047
59900.4215	-0.025
59900.4225	-0.033
59900.4235	-0.068
59900.4245	-0.258
59900.4255	-0.318
59900.4265	-0.309
59900.4275	-0.316
59900.4285	-0.297
59900.4295	-0.290
59900.4305	-0.323
59900.4315	-0.367
59900.4325	-0.373
59900.4335	-0.278
59900.4345	-0.185
59900.4355	-0.170
59900.4365	-0.147
59900.4375	-0.090
59900.4385	-0.216
59900.4395	-0.182
59900.4405	-0.178
59900.4415	-0.238
59900.4425	-0.203
59900.4435	-0.179
59900.4445	-0.173
59900.4455	-0.240
59900.4465	-0.298
59900.4475	-0.305
59900.4485	-0.296
59900.4495	-0.242
59900.4505	-0.299
59900.4515	-0.323
59900.4525	-0.312
59900.4535	-0.294
59900.4545	-0.324
59900.4555	-0.432
59900.4565	-0.459
59900.4575	-0.426
59900.4585	-0.394
59900.4595	-0.331
59900.4605	-0.362
59900.4615	-0.468
59900.4625	-0.543
59900.4635	-0.530
59900.4645	-0.513
59900.4655	-0.435
59900.4665	-0.310
59900.4675	-0.305
59900.4685	-0.252
59900.4695	-0.182
59900.4705	-0.176
59900.4715	-0.203
59900.4725	-0.245
59900.4735	-0.253
59900.4745	-0.369
59900.4755	-0.397
59900.4765	-0.450
59900.4775	-0.436
59900.4785	-0.443
59900.4795	-0.429
59900.4805	-0.333
59900.4815	-0.264
59900.4825	-0.187
59900.4835	-0.083
59900.4845	-0.078
59900.4855	-0.117
59900.4865	-0.082
59900.4875	-0.073
59900.4885	-0.131
59900.4895	-0.164
59900.4905	-0.198
59900.4915	-0.297
59900.4925	-0.282
59900.4935	-0.295
59900.4945	-0.306
59900.4955	-0.296
59900.4965	-0.275
59900.4975	-0.277
59900.4985	-0.274
59900.4995	-0.222
59900.5005	-0.181
59900.5015	-0.119
59900.5025	-0.023
59900.5035	-0.003
59900.5045	-0.005
59900.5055	-0.031
59900.5065	-0.028
59900.5075	-0.067
59900.5085	-0.105
59900.5095	-0.156
59900.5105	-0.219
59900.5115	-0.225
59900.5125	-0.249
59900.5135	-0.204
59900.5145	-0.141
59900.5155	-0.065
59900.5165	0.075
59900.5175	0.055
59900.5185	0.084
59900.5195	0.095
59900.5205	0.098
59900.5215	0.039
59900.5225	0.013
59900.5235	-0.038
59900.5245	-0.128
59900.5255	-0.141
