,,Burst Start,Burst End,Burst Duration,Edge Event,Interburst Interval,Total Cycle Time,Peaks per Burst,Peak Amp,Peak Time,Attack,Decay,Intraburst Frequency,Burst Area
MeanVar1,475.97475,475.97475,476.00475,0.03000000000002956,False,0.17025000000001,0.20025000000003956,1,0.5303881652725256,475.9895,0.014750000000049113,0.015249999999980446,33.33333333330049,0.011645747128392633
MeanVar1,476.175,476.175,476.205,0.029999999999972715,False,0.16975000000002183,0.19974999999999454,1,0.5313585069208033,476.1895,0.014499999999998181,0.015499999999974534,33.33333333336365,0.011653020007550332
MeanVar1,476.37475,476.37475,476.405,0.030249999999966803,False,0.17000000000001592,0.20024999999998272,1,0.5336830145647795,476.3895,0.01474999999999227,0.015499999999974534,33.0578512397057,0.011754389873434273
MeanVar1,476.575,476.575,476.605,0.03000000000002956,False,0.17025000000001,0.20025000000003956,1,0.5350096211179535,476.5895,0.014499999999998181,0.015500000000031378,33.33333333330049,0.011736720240081756
MeanVar1,476.77525,476.77525,476.80525,0.029999999999972715,False,0.17025000000001,0.20024999999998272,1,0.5315529372965409,476.78975,0.014499999999998181,0.015499999999974534,33.33333333336365,0.011648813918117963
MeanVar1,476.9755,476.9755,477.00525,0.029749999999978627,False,0.17000000000001592,0.19974999999999454,1,0.5314606651064979,476.99,0.014499999999998181,0.015249999999980446,33.613445378175406,0.011592854336868186
MeanVar1,477.17525,477.17525,477.20525,0.029999999999972715,False,0.17025000000001,0.20024999999998272,1,0.5320821567258905,477.19,0.01474999999999227,0.015249999999980446,33.33333333336365,0.011646197680656287
MeanVar1,477.3755,477.3755,477.40525,0.02975000000003547,False,0.17024999999995316,0.19999999999998863,1,0.5331751751758737,477.39,0.014499999999998181,0.01525000000003729,33.61344537811119,0.011621560364089917
MeanVar1,477.5755,477.5755,477.60525,0.02975000000003547,False,0.16974999999996498,0.19950000000000045,1,0.5317617471348233,477.59000000000003,0.014500000000055024,0.015249999999980446,33.61344537811119,0.011595148205346992
MeanVar1,477.775,477.775,477.80575,0.030750000000011823,False,0.16950000000002774,0.20025000000003956,1,0.5673708038869916,477.7905,0.015500000000031378,0.015249999999980446,32.52032520323953,0.012602287405091837
MeanVar1,477.97525,477.97525,478.005,0.029749999999978627,False,0.17074999999999818,0.2004999999999768,1,0.5354153150499493,477.98975,0.014499999999998181,0.015249999999980446,33.613445378175406,0.011663507126044404
MeanVar1,478.17575,478.17575,478.20525,0.02949999999998454,False,0.17074999999999818,0.20024999999998272,1,0.5228006934964162,478.19025,0.014499999999998181,0.014999999999986358,33.89830508476353,0.011316157285870479
MeanVar1,478.376,478.376,478.4055,0.029500000000041382,False,0.17074999999999818,0.20025000000003956,1,0.5258789224265782,478.39050000000003,0.014500000000055024,0.014999999999986358,33.89830508469821,0.01135862343867189
MeanVar1,478.57625,478.57625,478.60575,0.02949999999998454,False,0.17099999999999227,0.2004999999999768,1,0.5267034953844167,478.59075,0.014499999999998181,0.014999999999986358,33.89830508476353,0.011345208267954373
MeanVar1,478.77675,478.77675,478.806,0.02924999999999045,False,0.17074999999999818,0.19999999999998863,1,0.5266900849122895,478.791,0.014250000000004093,0.014999999999986358,34.18803418804535,0.011281585791578737
MeanVar1,478.97675,478.97675,479.006,0.02924999999999045,False,0.17099999999999227,0.20024999999998272,1,0.5244694725195262,478.99125000000004,0.014500000000055024,0.014749999999935426,34.18803418804535,0.011225952282333758
MeanVar1,479.17699999999996,479.17699999999996,479.20625,0.029250000000047294,False,0.17074999999994134,0.19999999999998863,1,0.5249263880617914,479.1915,0.014500000000055024,0.01474999999999227,34.18803418797891,0.011222653646206691
MeanVar1,479.37699999999995,479.37699999999995,479.40625,0.029250000000047294,False,0.17099999999999227,0.20025000000003956,1,0.5237666774246773,479.3915,0.014500000000055024,0.01474999999999227,34.18803418797891,0.011204115193783797
MeanVar1,479.57725,479.57725,479.60625,0.028999999999996362,False,0.17025000000001,0.19925000000000637,1,0.5244046630886005,479.5915,0.014250000000004093,0.01474999999999227,34.48275862069398,0.011172461402665323
MeanVar1,479.7765,479.7765,479.80675,0.030250000000023647,False,0.17024999999995316,0.2004999999999768,1,0.5521698031725166,479.7915,0.014999999999986358,0.01525000000003729,33.05785123964358,0.012110976546756422
MeanVar1,479.977,479.977,480.0065,0.029500000000041382,False,0.17074999999999818,0.20025000000003956,1,0.5333394079809581,479.99150000000003,0.014500000000055024,0.014999999999986358,33.89830508469821,0.011459905153101184
MeanVar1,480.17725,480.17725,480.2065,0.02924999999999045,False,0.17099999999999227,0.20024999999998272,1,0.5202598198202677,480.19175,0.014499999999998181,0.01474999999999227,34.18803418804535,0.011125217098849427
MeanVar1,480.3775,480.3775,480.407,0.02949999999998454,False,0.17074999999999818,0.20024999999998272,1,0.5261505275373188,480.392,0.014499999999998181,0.014999999999986358,33.89830508476353,0.011321554161535371
MeanVar1,480.57775,480.57775,480.60725,0.029500000000041382,False,0.17074999999999818,0.20025000000003956,1,0.5243261750523707,480.59225000000004,0.014500000000055024,0.014999999999986358,33.89830508469821,0.011276597071770565
